epoch,train_loss,test_loss,test_accuracy,test_auc
1,0.12096402019613892,0.06694288873070971,0.9814875491480997,0.8612036865832962
2,0.06473625683430283,0.06643226520349986,0.9823066841415465,0.8679953940257628
3,0.06317490329562718,0.065559464674028,0.9806684141546527,0.8710439957728461
4,0.06220596082417312,0.0649091743132976,0.9821428571428571,0.8712724905783473
5,0.061657154712958316,0.06460430299641069,0.9811598951507209,0.8791345157939516
6,0.06118944149160095,0.06433086979494651,0.9811598951507209,0.878059688254916
7,0.060686908334088345,0.06364599318484022,0.9811598951507209,0.8788804656483615
8,0.06062904580320806,0.06474265514788746,0.9800131061598951,0.8818193297585921
9,0.06035379574147778,0.06299178257613866,0.9811598951507209,0.8815111624222254
10,0.06011856042057104,0.06452758738290162,0.9809960681520314,0.8829422614672072
